epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,476.53,0.75898,0.49335,0.97333,0.89038,0.84861,0.92496,0.71853,0.85926,0.57644,1.05002,0.0014192,0.0014192,0.0014192
90,482.26,0.74973,0.48479,0.9665,0.93708,0.86567,0.93541,0.71986,0.85878,0.56371,1.05549,0.0014126,0.0014126,0.0014126
91,487.763,0.73478,0.48513,0.9502,0.92048,0.86389,0.91039,0.70027,0.82217,0.62648,1.03237,0.001406,0.001406,0.001406
92,492.948,0.76226,0.49834,0.97251,0.94417,0.88338,0.9154,0.69107,0.88985,0.61285,1.07006,0.0013994,0.0013994,0.0013994
93,498.326,0.70002,0.47853,0.94355,0.92351,0.8806,0.93446,0.70129,0.90992,0.60495,1.08083,0.0013928,0.0013928,0.0013928
94,504.278,0.73797,0.48472,0.95831,0.81606,0.81343,0.89553,0.67584,0.91974,0.67863,1.07001,0.0013862,0.0013862,0.0013862
95,510.168,0.70341,0.46881,0.93894,0.9557,0.80597,0.91473,0.69951,0.86392,0.62553,1.03332,0.0013796,0.0013796,0.0013796
96,515.576,0.74527,0.50031,0.96312,0.9352,0.84328,0.92212,0.68948,0.89154,0.6404,1.05732,0.001373,0.001373,0.001373
97,521.264,0.72186,0.4873,0.94758,0.83937,0.85821,0.8978,0.66581,0.93683,0.72518,1.09338,0.0013664,0.0013664,0.0013664
98,527.264,0.7225,0.46966,0.94532,0.93545,0.89552,0.92576,0.70048,0.89018,0.60931,1.06834,0.0013598,0.0013598,0.0013598
99,532.791,0.6967,0.46986,0.94392,0.9166,0.85821,0.90063,0.68093,0.89324,0.61141,1.06567,0.0013532,0.0013532,0.0013532
100,538.195,0.71201,0.4948,0.93541,0.92744,0.87313,0.92788,0.71009,0.86922,0.6067,1.05676,0.0013466,0.0013466,0.0013466
101,543.803,0.69477,0.4491,0.93991,0.93372,0.84109,0.90461,0.69487,0.87506,0.67217,1.04219,0.00134,0.00134,0.00134
102,549.361,0.68967,0.44408,0.93717,0.92107,0.86567,0.90852,0.70706,0.85383,0.56429,1.04988,0.0013334,0.0013334,0.0013334
103,554.707,0.66972,0.43766,0.92713,0.92041,0.82836,0.89787,0.7048,0.85914,0.64119,1.03995,0.0013268,0.0013268,0.0013268
104,559.658,0.71458,0.47338,0.96024,0.92894,0.84328,0.91324,0.68784,0.88216,0.60209,1.04273,0.0013202,0.0013202,0.0013202
105,564.641,0.71611,0.47768,0.95114,0.89644,0.86567,0.91009,0.7028,0.87917,0.60438,1.07604,0.0013136,0.0013136,0.0013136
106,570.508,0.71797,0.46463,0.95838,0.88219,0.89416,0.92055,0.71114,0.81685,0.62785,1.04826,0.001307,0.001307,0.001307
107,575.694,0.70849,0.46449,0.95789,0.92776,0.86264,0.93377,0.725,0.86149,0.58426,1.04525,0.0013004,0.0013004,0.0013004
108,581.712,0.70235,0.45658,0.94595,0.89479,0.82507,0.88553,0.65611,0.92346,0.68372,1.0834,0.0012938,0.0012938,0.0012938
109,587.155,0.68053,0.4403,0.93241,0.90155,0.82006,0.88834,0.6619,0.92134,0.71441,1.08847,0.0012872,0.0012872,0.0012872
110,592.63,0.6977,0.43216,0.94859,0.87167,0.91045,0.92998,0.70243,0.84656,0.56972,1.05301,0.0012806,0.0012806,0.0012806
111,597.866,0.69097,0.47035,0.9346,0.88725,0.88089,0.92549,0.69768,0.82057,0.5875,1.03493,0.001274,0.001274,0.001274
112,603.551,0.70127,0.47752,0.95854,0.87928,0.89552,0.93156,0.7095,0.86464,0.55879,1.04503,0.0012674,0.0012674,0.0012674
113,609.065,0.68413,0.45349,0.93781,0.89471,0.88779,0.93473,0.73112,0.8375,0.5834,1.03534,0.0012608,0.0012608,0.0012608
114,615.14,0.67385,0.44284,0.93118,0.9421,0.85004,0.92079,0.71468,0.84383,0.61137,1.04996,0.0012542,0.0012542,0.0012542
