epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,109.114,0.55628,0.43616,0.9245,0.94442,0.82896,0.87185,0.69411,0.8152,0.55307,0.98313,0.000812,0.000812,0.000812
122,109.948,0.5468,0.42998,0.90638,0.95976,0.85366,0.88834,0.6859,0.84313,0.49318,1.03722,0.0008021,0.0008021,0.0008021
123,110.784,0.55136,0.41952,0.91266,1,0.82709,0.87912,0.68813,0.81739,0.50512,1.04502,0.0007922,0.0007922,0.0007922
124,111.606,0.57931,0.45047,0.90735,0.97125,0.82417,0.89991,0.71131,0.81421,0.47032,1.03908,0.0007823,0.0007823,0.0007823
125,112.506,0.52732,0.41091,0.89581,0.93882,0.85366,0.89412,0.70383,0.82108,0.47585,1.04327,0.0007724,0.0007724,0.0007724
126,113.334,0.55652,0.43214,0.90755,0.91131,0.85366,0.89435,0.70384,0.82461,0.49111,1.03775,0.0007625,0.0007625,0.0007625
127,114.181,0.5473,0.41153,0.91216,1,0.7797,0.90478,0.7317,0.78372,0.50427,0.9937,0.0007526,0.0007526,0.0007526
128,115.02,0.52383,0.41499,0.89698,1,0.7706,0.90325,0.72975,0.77138,0.47779,0.97991,0.0007427,0.0007427,0.0007427
129,115.842,0.51263,0.38801,0.89358,0.97212,0.85057,0.92356,0.72372,0.76633,0.46902,0.97797,0.0007328,0.0007328,0.0007328
130,116.665,0.53167,0.41145,0.90035,0.97104,0.85366,0.91906,0.74164,0.78214,0.45822,0.99227,0.0007229,0.0007229,0.0007229
131,117.482,0.51784,0.39653,0.8943,0.97136,0.82728,0.91469,0.74269,0.78812,0.45619,0.99777,0.000713,0.000713,0.000713
132,118.314,0.52861,0.40076,0.89503,0.99641,0.82927,0.90485,0.71128,0.829,0.48593,1.00446,0.0007031,0.0007031,0.0007031
133,119.14,0.52195,0.39855,0.91004,0.99622,0.82927,0.89942,0.7038,0.84722,0.50657,1.01393,0.0006932,0.0006932,0.0006932
134,120.01,0.51829,0.4083,0.90976,0.99245,0.78049,0.86231,0.67794,0.80923,0.62491,0.99243,0.0006833,0.0006833,0.0006833
135,120.832,0.50127,0.39093,0.87962,0.95897,0.7561,0.83368,0.66654,0.80473,0.9817,0.98724,0.0006734,0.0006734,0.0006734
136,121.728,0.50679,0.38464,0.90677,0.95774,0.70732,0.7957,0.62262,0.86146,1.24637,1.01292,0.0006635,0.0006635,0.0006635
137,122.541,0.54583,0.4127,0.91102,0.95979,0.68293,0.79562,0.62526,0.85768,1.26694,1.01139,0.0006536,0.0006536,0.0006536
138,123.367,0.5385,0.40147,0.8989,0.93435,0.68293,0.77643,0.59623,0.85489,1.43477,1.02275,0.0006437,0.0006437,0.0006437
139,124.182,0.51963,0.40847,0.89713,0.96406,0.65443,0.76848,0.59851,0.82964,1.46571,1.03199,0.0006338,0.0006338,0.0006338
140,125.009,0.51903,0.39484,0.89695,0.94766,0.70732,0.79586,0.61603,0.85216,1.22919,1.03848,0.0006239,0.0006239,0.0006239
141,125.827,0.52669,0.39438,0.89348,0.94185,0.70732,0.82753,0.63319,0.84373,0.86281,1.02725,0.000614,0.000614,0.000614
142,126.668,0.49412,0.37759,0.88326,0.91629,0.80102,0.83919,0.6515,0.80693,0.62144,1.01197,0.0006041,0.0006041,0.0006041
143,127.48,0.49026,0.37678,0.89778,1,0.74842,0.84446,0.67319,0.76956,0.60404,0.99491,0.0005942,0.0005942,0.0005942
144,128.297,0.4647,0.37152,0.88746,0.93671,0.80488,0.85736,0.68598,0.78466,0.57256,0.99984,0.0005843,0.0005843,0.0005843
145,129.09,0.46884,0.3713,0.8805,0.93885,0.80488,0.8588,0.69026,0.78285,0.5845,0.98476,0.0005744,0.0005744,0.0005744
146,129.911,0.50103,0.38543,0.90453,0.9712,0.8227,0.8676,0.70391,0.74898,0.5677,0.95939,0.0005645,0.0005645,0.0005645
147,130.816,0.47487,0.36377,0.90083,0.97132,0.82619,0.87722,0.71346,0.75769,0.55187,0.95774,0.0005546,0.0005546,0.0005546
148,131.646,0.48919,0.37763,0.90231,0.99796,0.80488,0.8846,0.72017,0.76816,0.53852,0.96681,0.0005447,0.0005447,0.0005447
149,132.445,0.4722,0.35885,0.86976,0.99745,0.80488,0.88857,0.71214,0.77336,0.52921,0.97573,0.0005348,0.0005348,0.0005348
150,133.275,0.46863,0.38576,0.87394,0.99737,0.80488,0.89426,0.73239,0.76242,0.51844,0.97249,0.0005249,0.0005249,0.0005249
151,134.109,0.505,0.41369,0.91526,0.99883,0.80488,0.90462,0.72372,0.76955,0.53082,0.97404,0.000515,0.000515,0.000515
152,134.935,0.49286,0.38097,0.897,0.9992,0.80488,0.90766,0.71028,0.79493,0.54178,0.99299,0.0005051,0.0005051,0.0005051
153,135.752,0.47356,0.36471,0.87915,0.99915,0.80488,0.90431,0.71153,0.7938,0.53991,0.99345,0.0004952,0.0004952,0.0004952
154,136.584,0.47578,0.37412,0.87921,0.99856,0.80488,0.901,0.70005,0.7856,0.54853,0.99862,0.0004853,0.0004853,0.0004853
155,137.428,0.47503,0.37955,0.88361,0.99928,0.80488,0.89337,0.69233,0.80413,0.54017,1.00485,0.0004754,0.0004754,0.0004754
156,138.259,0.43168,0.36273,0.86476,1,0.82625,0.9015,0.69665,0.80013,0.48406,1.0057,0.0004655,0.0004655,0.0004655
157,139.147,0.46886,0.37698,0.88598,0.99853,0.80488,0.90418,0.71103,0.79136,0.46626,0.9995,0.0004556,0.0004556,0.0004556
158,139.981,0.45724,0.3649,0.88118,1,0.80479,0.9031,0.70185,0.76996,0.4394,0.98648,0.0004457,0.0004457,0.0004457
159,140.809,0.45213,0.36562,0.87295,0.99678,0.82927,0.89918,0.70659,0.73553,0.44042,0.973,0.0004358,0.0004358,0.0004358
160,141.65,0.47176,0.36751,0.8808,0.97206,0.84867,0.90115,0.71843,0.7357,0.42089,0.97816,0.0004259,0.0004259,0.0004259
161,142.465,0.45349,0.37263,0.88161,0.94138,0.85366,0.90409,0.71673,0.75353,0.42785,0.98434,0.000416,0.000416,0.000416
162,143.301,0.44768,0.35645,0.8723,0.95796,0.82927,0.91046,0.71036,0.78207,0.4259,0.99999,0.0004061,0.0004061,0.0004061
163,144.128,0.46031,0.34896,0.87908,0.85726,0.87893,0.91097,0.70336,0.80805,0.45152,1.01485,0.0003962,0.0003962,0.0003962
164,144.937,0.41767,0.33969,0.85913,1,0.79893,0.89551,0.6978,0.81298,0.4699,1.01989,0.0003863,0.0003863,0.0003863
165,145.745,0.47494,0.3731,0.88911,0.99513,0.80488,0.89771,0.70536,0.8041,0.46877,1.01624,0.0003764,0.0003764,0.0003764
166,146.578,0.43447,0.33425,0.85748,1,0.82609,0.91531,0.71644,0.7862,0.45658,1.01725,0.0003665,0.0003665,0.0003665
167,147.465,0.45458,0.35057,0.86489,1,0.82544,0.91201,0.72152,0.77633,0.47018,1.01455,0.0003566,0.0003566,0.0003566
168,148.295,0.44508,0.35734,0.88069,1,0.84642,0.90514,0.72303,0.77679,0.50646,1.01244,0.0003467,0.0003467,0.0003467
169,149.103,0.44176,0.3454,0.87009,1,0.85031,0.9019,0.71135,0.783,0.52056,1.01297,0.0003368,0.0003368,0.0003368
170,149.93,0.47761,0.37209,0.89672,1,0.85088,0.91739,0.71965,0.77064,0.48233,1.00461,0.0003269,0.0003269,0.0003269
171,150.762,0.44933,0.36741,0.89448,1,0.84928,0.91008,0.72586,0.77699,0.4773,1.00665,0.000317,0.000317,0.000317
172,151.576,0.44071,0.35496,0.87264,0.99544,0.82927,0.90843,0.71207,0.77738,0.47342,1.00572,0.0003071,0.0003071,0.0003071
173,152.398,0.46118,0.35953,0.89047,0.99583,0.82927,0.8919,0.71598,0.77759,0.46541,1.0062,0.0002972,0.0002972,0.0002972
174,153.226,0.42379,0.34021,0.87023,0.9946,0.82927,0.87223,0.71109,0.7803,0.47007,1.01329,0.0002873,0.0002873,0.0002873
175,154.071,0.43968,0.34719,0.86064,0.99771,0.82927,0.88696,0.71997,0.78619,0.47268,1.02203,0.0002774,0.0002774,0.0002774
176,154.963,0.40713,0.32225,0.8607,1,0.82757,0.89112,0.71961,0.78692,0.47516,1.02334,0.0002675,0.0002675,0.0002675
177,155.767,0.42134,0.35227,0.87686,1,0.82769,0.89185,0.71794,0.78471,0.47647,1.02452,0.0002576,0.0002576,0.0002576
178,156.584,0.41431,0.31272,0.87349,1,0.82691,0.89297,0.71123,0.78563,0.47396,1.02579,0.0002477,0.0002477,0.0002477
179,157.41,0.43042,0.34177,0.88075,0.96543,0.85366,0.9113,0.71318,0.78768,0.48093,1.02157,0.0002378,0.0002378,0.0002378
